Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Year_lastUpdated,Current Ver,Android Ver
PRODUCTIVITY,3.8,5107,1.4,500000,Free,0,Everyone,2015,yes,yes
FAMILY,3.3,1407,1.4,100000,Free,0,Everyone,2015,yes,yes
FAMILY,4.6,222,1.4,10000,Free,0,Everyone,2016,yes,yes
NEWS_AND_MAGAZINES,2.8,636,1.4,100000,Free,0,Everyone,2018,yes,yes
GAME,4.1,41,1.4,5000,Free,0,Everyone,2014,yes,yes
LIBRARIES_AND_DEMO,5,15,1.4,1000,Free,0,Everyone,2017,yes,yes
MAPS_AND_NAVIGATION,3.9,112,1.4,10000,Free,0,Everyone,2013,yes,yes
BOOKS_AND_REFERENCE,5,2,1.4,5,Free,0,Everyone,2018,yes,yes
GAME,4.3,59,1.4,1000,Free,0,Everyone,2017,yes,yes
GAME,3.2,768,1.4,100000,Free,0,Everyone,2013,yes,yes
FINANCE,4.5,28,1.4,10000,Free,0,Teen,2018,yes,yes
TOOLS,4.1,533,1.4,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4.4,55,1.4,5000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,4.2,115,1.4,10000,Free,0,Everyone,2015,yes,yes
DATING,3,1145,1.4,100000,Free,0,Mature 17+,2016,yes,yes
PERSONALIZATION,3.5,178,1.4,10000,Free,0,Everyone,2015,yes,yes
BUSINESS,4.4,2287,1.5,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,3.7,1861,1.5,1000000,Free,0,Everyone,2018,yes,yes
MEDICAL,2.9,92,1.5,10000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.2,22492,1.5,1000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,462152,1.5,10000000,Free,0,Everyone,2015,yes,yes
PRODUCTIVITY,4.4,577059,1.5,50000000,Free,0,Everyone,2016,yes,yes
PARENTING,4.4,162,1.5,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.8,55,1.5,1000,Free,0,Everyone,2015,yes,yes
PHOTOGRAPHY,4.2,348,1.5,10000,Free,0,Everyone,2014,yes,yes
TOOLS,4.2,1586,1.5,500000,Free,0,Everyone,2017,yes,yes
VIDEO_PLAYERS,4.4,4706,1.5,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,5,3,1.5,10,Free,0,Everyone,2018,yes,yes
LIFESTYLE,5,3,1.5,100,Free,0,Everyone,2014,yes,yes
FAMILY,3.7,56,1.5,5000,Free,0,Everyone,2015,yes,yes
BOOKS_AND_REFERENCE,4.7,119,1.5,1000,Free,0,Everyone,2017,yes,yes
TOOLS,3.9,127,1.5,50000,Free,0,Everyone,2017,yes,yes
FAMILY,4,28,1.5,5000,Free,0,Everyone,2014,yes,yes
SPORTS,5,17,1.5,50,Free,0,Everyone,2017,yes,yes
TOOLS,4.7,88993,1.5,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,32849,1.5,1000000,Free,0,Everyone,2015,yes,yes
PHOTOGRAPHY,4.3,194,1.5,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.8,5,1.5,10,Free,0,Everyone,2017,yes,yes
FAMILY,3.4,267,1.5,10000,Free,0,Everyone,2017,yes,yes
SPORTS,4.1,10,1.5,1000,Free,0,Everyone,2014,yes,yes
TOOLS,5,9,1.5,100,Free,0,Everyone,2017,yes,yes
BOOKS_AND_REFERENCE,3.8,48,1.5,10000,Free,0,Everyone,2018,yes,yes
BUSINESS,2.9,322,1.5,50000,Free,0,Everyone,2017,yes,yes
TOOLS,4,8,1.5,100,Free,0,Everyone,2016,yes,yes
FINANCE,4.3,95,1.5,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,13,1.5,100,Free,0,Everyone,2015,yes,yes
SOCIAL,4.2,22650,1.5,1000000,Free,0,Everyone,2018,yes,yes
SOCIAL,3.9,3047,1.5,100000,Free,0,Teen,2015,yes,yes
SOCIAL,3.6,40,1.5,5000,Free,0,Everyone,2017,yes,yes
FINANCE,4.4,92,1.5,10000,Free,0,Everyone,2017,yes,yes
COMMUNICATION,4.1,255,1.6,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.6,3063,1.6,100000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.1,21578,1.6,1000000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,4.5,23089,1.6,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,20,1.6,5000,Free,0,Everyone,2017,yes,yes
VIDEO_PLAYERS,3.8,165723,1.6,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,513,1.6,10000,Free,0,Everyone,2016,yes,yes
HEALTH_AND_FITNESS,2.6,114,1.6,10000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.8,6,1.6,1000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,3.4,2332,1.6,100000,Free,0,Everyone,2015,yes,yes
SPORTS,2.6,64,1.6,10000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,3.4,2256,1.6,500000,Free,0,Everyone,2014,yes,yes
SOCIAL,3.8,32,1.6,10000,Free,0,Teen,2016,yes,yes
COMMUNICATION,5,3,1.6,100,Free,0,Everyone,2016,yes,yes
SHOPPING,5,4,1.6,1000,Free,0,Everyone,2016,yes,yes
FAMILY,4.5,93,1.6,50000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,16192,1.6,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.6,477,1.6,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4,5,1.6,500,Free,0,Everyone,2015,yes,yes
TOOLS,4.5,2,1.6,100,Free,0,Everyone,2015,yes,yes
FAMILY,3,42515,1.6,5000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.5,16426,1.6,500000,Free,0,Everyone,2017,yes,yes
TOOLS,4.6,1420,1.6,100000,Free,0,Everyone,2015,yes,yes
TOOLS,4.3,444,1.6,100000,Free,0,Everyone,2017,yes,yes
MAPS_AND_NAVIGATION,4.2,63,1.6,10000,Free,0,Everyone,2015,yes,yes
FAMILY,4.6,19,1.6,500,Free,0,Everyone,2016,yes,yes
LIFESTYLE,4.3,9412,1.7,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,1.6,402,1.7,100000,Free,0,Everyone,2015,yes,yes
TOOLS,3.7,9221,1.7,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.1,6267,1.7,1000000,Free,0,Everyone,2016,yes,yes
VIDEO_PLAYERS,4.8,18,1.7,100,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.1,29867,1.7,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,5,4,1.7,100,Free,0,Teen,2015,yes,yes
BUSINESS,3.4,9,1.7,1000,Free,0,Everyone,2016,yes,yes
PHOTOGRAPHY,4.1,560,1.7,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,18,1.7,1000,Free,0,Everyone,2016,yes,yes
AUTO_AND_VEHICLES,4.5,276,1.7,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4.3,80,1.7,10000,Free,0,Everyone,2018,yes,yes
EVENTS,4.4,16,1.7,100,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,4.5,4,1.7,10,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.2,1008,1.7,100000,Free,0,Everyone,2015,yes,yes
TOOLS,4,182,1.7,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4,18478,1.7,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,5,3,1.7,500,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4,223,1.7,50000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,8,1.7,1000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,4.2,4737,1.7,500000,Free,0,Everyone,2015,yes,yes
TOOLS,4.3,11449,1.7,500000,Free,0,Everyone,2016,yes,yes
FOOD_AND_DRINK,4.6,438,1.7,10000,Free,0,Everyone,2017,yes,yes
BUSINESS,4,2,1.7,100,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,8484,1.7,1000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.3,11904,1.8,1000000,Free,0,Everyone,2015,yes,yes
EDUCATION,4.3,22251,1.8,1000000,Free,0,Everyone,2015,yes,yes
EDUCATION,3.9,1239,1.8,100000,Free,0,Everyone,2016,yes,yes
LIFESTYLE,3.9,18961,1.8,5000000,Free,0,Everyone,2015,yes,yes
TOOLS,4.4,166367,1.8,5000000,Free,0,Everyone,2018,yes,yes
TOOLS,4,807,1.8,100000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,335115,1.8,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,22248,1.8,1000000,Free,0,Everyone,2015,yes,yes
FAMILY,4.7,1997,1.8,5000,Free,0,Everyone,2018,yes,yes
FAMILY,1.8,3270,1.8,500000,Free,0,Everyone,2015,yes,yes
PRODUCTIVITY,1.9,63,1.8,5000,Free,0,Everyone,2016,yes,yes
TOOLS,3.4,2420,1.8,1000000,Free,0,Everyone,2016,yes,yes
MEDICAL,4.3,6079,1.8,500000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,2.6,219,1.8,50000,Free,0,Everyone,2015,yes,yes
FAMILY,5,3,1.8,100,Free,0,Mature 17+,2016,yes,yes
FAMILY,4.4,634,1.8,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,3.5,52,1.8,10000,Free,0,Everyone,2016,yes,yes
MEDICAL,4,11,1.8,1000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,2.9,333,1.8,50000,Free,0,Everyone,2017,yes,yes
GAME,4.7,705,1.8,10000,Free,0,Everyone,2015,yes,yes
SOCIAL,5,5,1.8,5,Free,0,Everyone,2018,yes,yes
EVENTS,3.8,59,1.8,5000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.2,1623,1.8,100000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,166363,1.8,5000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,8,1.8,500,Free,0,Everyone,2015,yes,yes
SHOPPING,4.5,214,1.8,10000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.6,18,1.8,100,Free,0,Everyone,2014,yes,yes
FAMILY,4.3,902,1.8,100000,Free,0,Everyone,2017,yes,yes
TOOLS,3.4,59,1.8,10000,Free,0,Everyone,2017,yes,yes
SOCIAL,5,2,1.8,10,Free,0,Teen,2018,yes,yes
BUSINESS,3.6,60,1.8,10000,Free,0,Everyone,2018,yes,yes
TOOLS,3,736,1.8,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,3.8,742,1.8,100000,Free,0,Everyone,2014,yes,yes
NEWS_AND_MAGAZINES,4.5,14221,1.8,1000000,Free,0,Teen,2015,yes,yes
EDUCATION,4.1,358,1.9,50000,Free,0,Everyone,2014,yes,yes
HOUSE_AND_HOME,4.7,126,1.9,10000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.1,49211,1.9,1000000,Free,0,Everyone,2017,yes,yes
TOOLS,3.1,124,1.9,100000,Free,0,Everyone,2014,yes,yes
PERSONALIZATION,4.1,62301,1.9,1000000,Free,0,Everyone,2016,yes,yes
PRODUCTIVITY,4.2,60840,1.9,5000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.3,123,1.9,5000,Free,0,Everyone,2017,yes,yes
BUSINESS,3.1,71,1.9,10000,Free,0,Everyone,2013,yes,yes
TOOLS,4,75,1.9,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.6,4210,1.9,100000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,5227,1.9,500000,Free,0,Everyone,2015,yes,yes
FAMILY,3.7,464,1.9,50000,Free,0,Everyone,2014,yes,yes
PERSONALIZATION,4.7,1891,1.9,100000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.3,72,1.9,10000,Free,0,Everyone,2015,yes,yes
PHOTOGRAPHY,4.5,267378,1.9,10000000,Free,0,Everyone,2015,yes,yes
MEDICAL,4.2,70,1.9,10000,Free,0,Everyone,2016,yes,yes
COMMUNICATION,3.9,20829,1.9,5000000,Free,0,Everyone,2017,yes,yes
ART_AND_DESIGN,4.8,41,1.9,5000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,4901,1.9,100000,Free,0,Everyone,2017,yes,yes
FAMILY,4,24,1.9,1000,Free,0,Mature 17+,2016,yes,yes
TOOLS,3.8,3341,1.9,100000,Free,0,Everyone,2016,yes,yes
TOOLS,4.8,52,1.9,5000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.3,6120,1.9,100000,Free,0,Everyone,2017,yes,yes
SPORTS,4.5,97,1.9,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.1,4234,1.9,1000000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.4,77609,1.9,1000000,Free,0,Everyone,2015,yes,yes
TOOLS,3.4,5,1.9,100,Free,0,Everyone,2016,yes,yes
EDUCATION,4,304,2,10000,Free,0,Everyone,2016,yes,yes
MEDICAL,4.3,573,2,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.3,116880,2,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.1,1657,2,100000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,3.6,53,2,5000,Free,0,Everyone,2018,yes,yes
TOOLS,4.5,502,2,10000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,3.9,139,2,10000,Free,0,Everyone,2018,yes,yes
TOOLS,3.3,472,2,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.3,116769,2,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.9,478,2,100000,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,4.6,41000,2,1000000,Free,0,Everyone,2014,yes,yes
FAMILY,4,13,2,1000,Free,0,Everyone,2015,yes,yes
VIDEO_PLAYERS,4.1,64,2,5000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.1,98,2,5000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.3,46,2,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,131,2,5000,Free,0,Everyone,2016,yes,yes
FINANCE,5,2,2,100,Free,0,Everyone,2016,yes,yes
SHOPPING,4.7,10,2,500,Free,0,Everyone,2017,yes,yes
TOOLS,1.9,12,2,1000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.5,12,2,1000,Free,0,Teen,2017,yes,yes
TOOLS,4.2,20941,2,1000000,Free,0,Everyone,2016,yes,yes
TRAVEL_AND_LOCAL,4.6,41,2,10000,Free,0,Everyone,2018,yes,yes
FINANCE,4.3,634,2,50000,Free,0,Everyone,2013,yes,yes
FAMILY,4.7,3,2,1000,Free,0,Everyone,2017,yes,yes
FAMILY,5,4,2,100,Free,0,Everyone,2017,yes,yes
TOOLS,4.2,513,2,50000,Free,0,Everyone,2018,yes,yes
TOOLS,3,4,2,1000,Free,0,Everyone,2016,yes,yes
PRODUCTIVITY,3.7,87,2,10000,Free,0,Everyone,2018,yes,yes
BUSINESS,2.7,358,2,50000,Free,0,Everyone,2017,yes,yes
BUSINESS,4.6,7,2,500,Free,0,Everyone,2017,yes,yes
BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,68309,2.1,1000000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.6,484981,2.1,10000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.8,138,2.1,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.4,51,2.1,5000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,60,2.1,10000,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,4.5,189,2.1,10000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,3.9,138129,2.1,10000000,Free,0,Everyone,2018,yes,yes
BUSINESS,1.7,84,2.1,10000,Free,0,Everyone,2014,yes,yes
COMMUNICATION,4,8769,2.1,1000000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.9,23,2.1,100,Free,0,Everyone,2015,yes,yes
FAMILY,5,3,2.1,1000,Free,0,Everyone,2017,yes,yes
FAMILY,4,664,2.1,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4,29944,2.1,5000000,Free,0,Everyone,2015,yes,yes
FAMILY,5,13,2.1,100,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.6,156,2.1,10000,Free,0,Everyone,2018,yes,yes
FAMILY,2.9,21,2.1,5000,Free,0,Everyone,2015,yes,yes
TOOLS,4.5,112482,2.1,5000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4,319,2.1,100000,Free,0,Everyone,2017,yes,yes
COMMUNICATION,3.8,52,2.1,1000,Free,0,Everyone,2015,yes,yes
FINANCE,3.8,922,2.1,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4.6,14,2.1,1000,Free,0,Everyone,2015,yes,yes
PERSONALIZATION,3.9,168,2.1,50000,Free,0,Teen,2015,yes,yes
FAMILY,4.2,580,2.1,10000,Free,0,Everyone,2012,yes,yes
FAMILY,3.2,85,2.1,10000,Free,0,Everyone,2016,yes,yes
TOOLS,2.2,19,2.1,1000,Free,0,Everyone,2017,yes,yes
FINANCE,4.1,7,2.1,1000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4,1711,2.1,100000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.4,2680,2.2,500000,Free,0,Everyone,2018,yes,yes
COMICS,4.6,302,2.2,10000,Free,0,Teen,2018,yes,yes
COMMUNICATION,4.1,13100,2.2,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4,1577,2.2,500000,Free,0,Everyone,2017,yes,yes
MEDICAL,3.5,19,2.2,5000,Free,0,Everyone,2018,yes,yes
SPORTS,4.1,361,2.2,50000,Free,0,Everyone,2016,yes,yes
PRODUCTIVITY,4.2,53015,2.2,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.6,130,2.2,10000,Free,0,Everyone,2016,yes,yes
COMMUNICATION,4.3,15439,2.2,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.1,17,2.2,10000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.2,11244,2.2,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,75,2.2,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.2,26,2.2,5000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,3.8,24198,2.2,1000000,Free,0,Everyone,2014,yes,yes
LIFESTYLE,4.3,45,2.2,10000,Free,0,Everyone,2017,yes,yes
TOOLS,3.7,26,2.2,5000,Free,0,Everyone,2015,yes,yes
BUSINESS,4.4,1630,2.2,100000,Free,0,Everyone,2017,yes,yes
FAMILY,4,3,2.2,500,Free,0,Teen,2018,yes,yes
BOOKS_AND_REFERENCE,4.4,52,2.2,1000,Free,0,Everyone,2016,yes,yes
LIFESTYLE,4.6,10198,2.2,100000,Free,0,Everyone,2017,yes,yes
FINANCE,2.9,19,2.2,5000,Free,0,Everyone,2017,yes,yes
FINANCE,4.7,11,2.2,1000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,11514,2.2,500000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,3.2,12,2.2,1000,Free,0,Everyone,2015,yes,yes
SHOPPING,3.6,48,2.2,5000,Free,0,Everyone,2016,yes,yes
TOOLS,4.7,76,2.2,50000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.4,2147,2.2,500000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,2.6,80,2.2,10000,Free,0,Everyone,2017,yes,yes
SOCIAL,3.2,398,2.2,50000,Free,0,Mature 17+,2014,yes,yes
PHOTOGRAPHY,4.9,7,2.2,100,Free,0,Everyone,2015,yes,yes
FAMILY,5,22,2.2,100,Free,0,Mature 17+,2017,yes,yes
TOOLS,3.8,79132,2.2,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,37,2.2,5000,Free,0,Everyone,2015,yes,yes
BEAUTY,4,1,2.2,100,Free,0,Everyone,2017,yes,yes
TOOLS,4,8,2.2,1000,Free,0,Everyone,2018,yes,yes
TOOLS,4.3,20865,2.2,1000000,Free,0,Everyone,2015,yes,yes
HEALTH_AND_FITNESS,3.9,21,2.2,1000,Free,0,Everyone,2015,yes,yes
PRODUCTIVITY,4.2,12,2.2,500,Free,0,Everyone,2014,yes,yes
NEWS_AND_MAGAZINES,4.1,763,2.2,100000,Free,0,Everyone,2015,yes,yes
GAME,3.9,404,2.2,100000,Free,0,Everyone,2017,yes,yes
BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.1,12578,2.3,500000,Free,0,Everyone,2017,yes,yes
COMMUNICATION,4.2,10965,2.3,500000,Free,0,Everyone,2015,yes,yes
EDUCATION,4,275,2.3,50000,Free,0,Everyone,2013,yes,yes
EVENTS,5,16,2.3,100,Free,0,Everyone,2018,yes,yes
MEDICAL,4,531,2.3,100000,Free,0,Everyone,2015,yes,yes
MEDICAL,4.2,28,2.3,10000,Free,0,Everyone,2015,yes,yes
SOCIAL,4.3,16404,2.3,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.6,59,2.3,50000,Free,0,Everyone,2014,yes,yes
PRODUCTIVITY,4,2131,2.3,5000000,Free,0,Everyone,2016,yes,yes
SOCIAL,4.4,120,2.3,10000,Free,0,Teen,2017,yes,yes
TOOLS,4,164,2.3,10000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,3.1,133,2.3,10000,Free,0,Everyone,2018,yes,yes
TOOLS,3.8,21943,2.3,5000000,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,4.2,63699,2.3,5000000,Free,0,Teen,2015,yes,yes
FAMILY,3.3,353,2.3,100000,Free,0,Everyone,2017,yes,yes
